City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Umm Kaddadah,SD,2022-01-18 01:06:05,13.6017,26.6876,57.31,28,5,16.82
286,Asau,RO,2022-01-18 01:06:05,46.4333,26.4,33.76,61,5,10.09
287,Prince Rupert,CA,2022-01-18 01:06:05,54.3161,-130.3201,33.3,81,89,3.62
288,Leningradskiy,RU,2022-01-18 01:06:06,69.3833,178.4167,-23.91,88,40,5.28
289,Hovd,MN,2022-01-18 01:06:06,48.0056,91.6419,4.84,78,100,2.57
290,Sao Joao Da Barra,BR,2022-01-18 01:05:08,-21.6403,-41.0511,76.98,86,0,16.06
291,Nguruka,TZ,2022-01-18 01:06:07,-5.1092,31.0419,62.46,96,100,3.47
292,Semey,KZ,2022-01-18 01:06:08,50.4111,80.2275,12.49,94,100,1.7
293,Prado,BR,2022-01-18 01:06:09,-17.3411,-39.2208,76.53,93,4,4.12
294,Avera,US,2022-01-18 01:06:09,33.194,-82.5271,39.7,75,6,14.47
295,Hailun,CN,2022-01-18 01:06:10,47.45,126.9333,-9.02,93,11,4.36
296,Maryville,US,2022-01-18 01:06:11,35.7565,-83.9705,32.99,90,100,1.01
297,Hami,CN,2022-01-18 01:06:11,42.8,93.45,24.35,48,0,5.17
298,Banda Aceh,ID,2022-01-18 01:06:11,5.5577,95.3222,78.39,83,100,12.95
299,Yerbogachen,RU,2022-01-18 01:06:12,61.2767,108.0108,-8.75,85,99,7.54
300,Manadhoo,MV,2022-01-18 01:06:12,5.7667,73.3833,81.75,73,100,13.49
301,Fengxian,CN,2022-01-18 01:06:13,34.7039,116.5872,35.19,64,0,8.23
302,Saiha,IN,2022-01-18 01:06:13,22.4833,92.9667,52.29,80,3,3.69
303,Maragogi,BR,2022-01-18 01:06:13,-9.0122,-35.2225,78.46,75,6,8.43
304,Winsford,GB,2022-01-18 01:06:14,53.1833,-2.5167,41.88,92,11,6.24
305,Leninkent,RU,2022-01-18 01:06:14,42.9689,47.352,32.54,46,0,11.45
306,Ixtapa,MX,2022-01-18 01:06:14,20.7,-105.2,76.23,83,20,6.91
307,Hunucma,MX,2022-01-18 01:06:15,21.0167,-89.8667,69.89,66,30,5.01
308,Paita,PE,2022-01-18 01:06:15,-5.0892,-81.1144,71.55,82,66,11.14
309,Atar,MR,2022-01-18 01:06:15,20.5169,-13.0499,68.54,13,99,15.12
310,Chimala,TZ,2022-01-18 01:06:16,-8.85,34.0167,63.59,96,100,1.81
311,Bolobo,CD,2022-01-18 01:06:16,-2.1667,16.2333,71.58,86,100,2.06
312,Vinh,VN,2022-01-18 01:03:01,18.6667,105.6667,59.99,81,100,4.99
313,Anadyr,RU,2022-01-18 01:06:17,64.75,177.4833,-25.1,73,20,6.71
314,Grand-Lahou,CI,2022-01-18 01:07:17,5.1367,-5.0242,78.46,84,74,6.49
315,Innisfail,AU,2022-01-18 01:07:17,-17.5333,146.0333,96.87,64,100,6.46
316,Husavik,IS,2022-01-18 01:07:18,66.0449,-17.3389,40.06,90,100,8.9
317,Pasni,PK,2022-01-18 01:07:18,25.2631,63.471,69.24,63,0,3.22
318,Hervey Bay,AU,2022-01-18 01:07:19,-25.2986,152.8535,87.04,60,80,6.4
319,Varhaug,NO,2022-01-18 01:07:19,58.6147,5.6457,40.55,93,100,7.29
320,Brownsville,US,2022-01-18 01:07:20,25.9018,-97.4975,62.91,63,0,1.01
321,Kamenka,RU,2022-01-18 01:07:20,51.3223,42.7678,32.76,98,100,18.39
322,Kenai,US,2022-01-18 01:07:20,60.5544,-151.2583,20.14,92,75,5.75
323,Canberra,AU,2022-01-18 01:07:21,-35.2835,149.1281,69.28,91,100,3.0
324,Khawhai,IN,2022-01-18 01:07:21,23.3667,93.1167,40.89,92,98,3.13
325,Alofi,NU,2022-01-18 01:07:21,-19.0595,-169.9187,87.69,62,40,14.97
326,Chuy,UY,2022-01-18 01:07:22,-33.6971,-53.4616,71.58,95,59,12.46
327,Xinmin,CN,2022-01-18 01:07:23,41.9908,122.8253,7.05,50,100,5.59
328,Orlik,RU,2022-01-18 01:07:23,52.5178,99.825,3.06,98,100,2.26
329,Adre,TD,2022-01-18 01:07:23,13.4667,22.2,57.69,28,7,15.77
330,San Andres,CO,2022-01-18 01:07:24,12.5847,-81.7006,80.62,74,40,9.22
331,Lompoc,US,2022-01-18 01:07:24,34.6391,-120.4579,61.2,84,100,5.75
332,Lawrenceburg,US,2022-01-18 01:07:24,38.0373,-84.8966,29.52,88,100,3.0
333,Vadso,NO,2022-01-18 01:07:25,70.0744,29.7487,20.28,68,36,15.64
334,Tecpan,GT,2022-01-18 01:07:25,14.7623,-90.9947,56.44,89,79,3.53
335,Dunedin,NZ,2022-01-18 01:05:41,-45.8742,170.5036,70.72,67,93,11.9
336,Impfondo,CG,2022-01-18 01:07:25,1.6381,18.0667,70.38,96,100,4.76
337,Svarstad,NO,2022-01-18 01:07:26,59.399,9.9698,32.36,39,100,3.31
338,Mareeba,AU,2022-01-18 01:07:26,-17.0,145.4333,92.32,68,81,3.44
339,Gerash,IR,2022-01-18 01:07:27,27.6652,54.1371,57.34,96,100,4.25
340,Lethem,GY,2022-01-18 01:07:27,3.3803,-59.7968,80.82,62,16,10.22
341,Yumen,CN,2022-01-18 01:07:28,40.2833,97.2,22.62,36,0,6.24
342,Monte Patria,CL,2022-01-18 01:07:28,-30.6919,-70.9467,71.64,44,0,3.96
343,Kawalu,ID,2022-01-18 01:07:29,-7.3817,108.2082,78.82,81,26,0.89
344,Monte Santo,BR,2022-01-18 01:07:29,-10.4378,-39.3328,71.11,85,0,7.87
345,Kavieng,PG,2022-01-18 01:07:29,-2.5744,150.7967,84.0,72,100,3.18
346,West Bay,KY,2022-01-18 01:07:30,19.3667,-81.4167,75.07,63,11,1.99
347,Yatou,CN,2022-01-18 01:07:30,37.15,122.3833,28.99,53,0,2.59
348,Lagoa,PT,2022-01-18 01:07:31,39.05,-27.9833,57.9,89,100,9.42
349,Osorno,CL,2022-01-18 01:03:46,-40.5667,-73.15,46.26,91,49,4.85
350,Tongren,CN,2022-01-18 01:07:31,27.7172,109.1853,47.89,85,99,1.19
351,Pevek,RU,2022-01-18 01:07:32,69.7008,170.3133,-31.72,99,21,5.01
352,Rindal,NO,2022-01-18 01:07:32,63.0565,9.2124,38.91,87,100,16.53
353,Saint-Leu,RE,2022-01-18 01:07:32,-21.15,55.2833,77.86,82,40,9.91
354,Behshahr,IR,2022-01-18 01:07:33,36.6923,53.5526,41.67,89,98,10.47
355,Tecoanapa,MX,2022-01-18 01:07:33,16.5167,-98.75,77.5,76,0,5.12
356,Havre-Saint-Pierre,CA,2022-01-18 01:07:34,50.2334,-63.5986,26.96,93,100,18.41
357,Voznesenye,RU,2022-01-18 01:08:34,61.0106,35.4781,22.24,85,100,12.88
358,Garoua Boulai,CM,2022-01-18 01:08:35,5.8833,14.55,63.93,31,87,4.12
359,Turayf,SA,2022-01-18 01:08:35,31.6725,38.6637,31.3,33,0,2.71
360,Poopo,BO,2022-01-18 01:08:35,-18.3667,-66.9667,47.8,71,100,3.62
361,Bonavista,CA,2022-01-18 01:08:36,48.6499,-53.1147,29.12,74,100,15.01
362,Lazaro Cardenas,MX,2022-01-18 01:08:36,17.9583,-102.2,77.07,75,0,5.93
363,Awjilah,LY,2022-01-18 01:08:37,29.1081,21.2869,46.87,56,0,1.48
364,Pucallpa,PE,2022-01-18 01:08:37,-8.3791,-74.5539,84.24,70,20,4.61
365,Hasaki,JP,2022-01-18 01:08:39,35.7333,140.8333,43.29,40,84,16.93
366,Nome,US,2022-01-18 01:08:40,64.5011,-165.4064,-11.13,70,0,5.75
367,Wasilla,US,2022-01-18 01:04:54,61.5814,-149.4394,17.76,82,0,0.0
368,Moree,AU,2022-01-18 01:08:23,-29.4667,149.85,93.22,40,45,17.27
369,Klaksvik,FO,2022-01-18 01:08:40,62.2266,-6.589,47.32,94,100,34.14
370,Saint George,US,2022-01-18 01:08:41,37.1041,-113.5841,53.35,37,0,1.01
371,Yeppoon,AU,2022-01-18 01:08:41,-23.1333,150.7333,87.58,60,89,10.8
372,Alekseyevka,RU,2022-01-18 01:08:42,50.6309,38.6903,30.49,95,100,15.05
373,Tutoia,BR,2022-01-18 01:08:42,-2.7619,-42.2744,78.78,88,97,10.13
374,Mount Gambier,AU,2022-01-18 01:08:43,-37.8333,140.7667,64.51,55,98,11.54
375,Adoni,IN,2022-01-18 01:08:43,15.6333,77.2833,65.73,86,5,4.47
376,Broome,US,2022-01-18 01:08:43,42.2506,-75.833,27.46,85,100,7.0
377,Kimbe,PG,2022-01-18 01:08:44,-5.5502,150.1429,86.68,68,100,4.7
378,Naryan-Mar,RU,2022-01-18 01:08:44,67.6713,53.087,7.03,96,100,7.29
379,Ketchikan,US,2022-01-18 01:08:44,55.3422,-131.6461,37.38,75,0,8.05
380,Caravelas,BR,2022-01-18 01:08:45,-17.7125,-39.2481,76.12,94,1,4.27
381,Santa Cruz Del Sur,CU,2022-01-18 01:06:08,20.7147,-77.9956,73.42,67,26,8.12
382,Hofn,IS,2022-01-18 01:08:45,64.2539,-15.2082,44.94,94,90,35.68
383,Progreso,MX,2022-01-18 01:08:46,21.2833,-89.6667,69.91,61,45,6.93
384,Lunca Cernii De Jos,RO,2022-01-18 01:08:46,45.6333,22.6167,20.98,83,13,5.99
385,Nicoya,CR,2022-01-18 01:08:47,10.1483,-85.452,80.15,59,59,12.12
386,Altamira,BR,2022-01-18 01:08:48,-3.2033,-52.2064,72.54,96,57,2.35
387,Dondo,MZ,2022-01-18 01:08:10,-19.6094,34.7431,74.77,90,74,5.35
388,Warrnambool,AU,2022-01-18 01:08:48,-38.3833,142.4833,65.8,63,91,14.9
389,Soyo,AO,2022-01-18 01:08:49,-6.1349,12.3689,76.84,81,100,6.6
390,Saint-Augustin,CA,2022-01-18 01:08:49,51.226,-58.6502,17.44,95,100,4.59
391,Sao Felix Do Xingu,BR,2022-01-18 01:08:50,-6.6447,-51.995,72.28,97,100,1.21
392,Punta Alta,AR,2022-01-18 01:08:50,-38.8759,-62.0736,61.95,60,50,18.72
393,Hongjiang,CN,2022-01-18 01:08:50,27.11,109.9956,46.76,95,100,1.05
394,Bulgan,MN,2022-01-18 01:08:51,48.8125,103.5347,6.51,82,4,2.08
395,Mehamn,NO,2022-01-18 01:08:51,71.0357,27.8492,25.47,70,100,17.43
396,Kiruna,SE,2022-01-18 01:08:52,67.8557,20.2251,-0.71,90,99,5.64
397,Suntar,RU,2022-01-18 01:08:52,62.1444,117.6319,-34.28,100,41,3.29
398,Mackay,AU,2022-01-18 01:08:52,-21.15,149.2,82.42,66,100,4.23
399,Shenjiamen,CN,2022-01-18 01:08:53,29.9576,122.298,47.88,65,100,7.74
400,Swan River,CA,2022-01-18 01:09:53,52.1058,-101.2676,6.94,96,100,7.83
401,San Policarpo,PH,2022-01-18 01:09:54,12.1791,125.5072,78.73,81,83,14.34
402,Tan An,VN,2022-01-18 01:09:54,10.5333,106.4167,77.02,59,8,6.67
403,Camalu,MX,2022-01-18 01:09:54,30.85,-116.0667,66.42,74,5,6.38
404,Nayudupeta,IN,2022-01-18 01:09:55,13.9,79.9,70.68,89,62,1.7
405,Tabuk,PH,2022-01-18 01:09:55,17.4189,121.4443,70.56,74,82,3.04
406,Kumluca,TR,2022-01-18 01:09:56,36.3703,30.2869,39.67,74,98,3.8
407,Birao,CF,2022-01-18 01:09:56,10.2849,22.7882,68.41,27,25,3.98
408,Huambo,AO,2022-01-18 01:09:57,-12.7761,15.7392,60.4,77,93,3.27
409,Nambour,AU,2022-01-18 01:09:57,-26.6333,152.95,83.98,77,93,1.99
410,Smirnykh,RU,2022-01-18 01:09:57,49.75,142.8333,13.93,85,100,12.35
411,Tura,IN,2022-01-18 01:09:58,25.5198,90.2201,56.61,61,90,3.44
412,Canguaretama,BR,2022-01-18 01:09:58,-6.38,-35.1289,79.11,75,87,9.1
413,Sao Jose Da Coroa Grande,BR,2022-01-18 01:09:59,-8.8978,-35.1478,78.69,75,10,8.43
414,Alta Floresta,BR,2022-01-18 01:09:59,-9.8756,-56.0861,71.64,96,100,2.86
415,Wuwei,CN,2022-01-18 01:09:59,37.9281,102.6414,29.52,18,0,1.68
416,Formosa Do Rio Preto,BR,2022-01-18 01:10:00,-11.0483,-45.1931,69.87,91,5,0.18
417,Kartuzy,PL,2022-01-18 01:10:00,54.3342,18.1974,30.78,82,0,10.36
418,Mahebourg,MU,2022-01-18 01:10:01,-20.4081,57.7,78.26,88,20,4.61
419,Nabire,ID,2022-01-18 01:10:01,-3.3667,135.4833,78.55,84,100,2.08
420,Narsaq,GL,2022-01-18 01:10:02,60.9167,-46.05,25.02,94,62,1.07
421,Sambava,MG,2022-01-18 01:10:02,-14.2667,50.1667,73.63,85,10,4.9
422,Dauphin,CA,2022-01-18 01:10:03,51.1494,-100.0502,3.34,85,100,9.22
423,Bilibino,RU,2022-01-18 01:10:04,68.0546,166.4372,-26.88,84,4,2.64
424,Malabo,GQ,2022-01-18 01:10:05,3.75,8.7833,79.29,84,89,0.69
425,Yaan,NG,2022-01-18 01:10:05,7.3833,8.5667,76.32,20,95,5.57
426,Palana,RU,2022-01-18 01:10:05,59.1167,159.9667,2.32,72,0,7.56
427,Barcelos,PT,2022-01-18 01:10:06,41.5388,-8.6151,50.68,77,96,4.47
428,Kati,ML,2022-01-18 01:07:18,12.7441,-8.0726,66.63,13,0,4.29
429,Labrea,BR,2022-01-18 01:10:06,-7.2586,-64.7981,75.56,95,100,3.71
430,Cuxhaven,DE,2022-01-18 01:10:07,53.8718,8.6909,43.0,93,100,9.22
431,Trelew,AR,2022-01-18 01:09:39,-43.249,-65.3051,55.29,51,96,13.2
432,Raudeberg,NO,2022-01-18 01:10:08,61.9875,5.1352,42.87,93,100,5.01
433,Vestmanna,FO,2022-01-18 01:10:08,62.1564,-7.1664,45.52,93,100,12.66
434,Kaputa,ZM,2022-01-18 01:10:09,-8.4689,29.6619,64.13,87,100,2.89
435,Tautira,PF,2022-01-18 01:10:09,-17.7333,-149.15,82.42,77,100,18.7
436,Terrace,CA,2022-01-18 01:10:10,54.5163,-128.6035,34.43,95,74,1.61
437,Margate,GB,2022-01-18 01:10:10,51.3813,1.3862,40.87,75,4,4.29
438,Barra Do Garcas,BR,2022-01-18 01:10:11,-15.89,-52.2567,73.72,84,95,1.39
439,Muyezerskiy,RU,2022-01-18 01:10:11,63.9333,31.65,17.22,76,7,17.47
440,Itaituba,BR,2022-01-18 01:10:11,-4.2761,-55.9836,74.17,97,100,1.5
441,Comodoro Rivadavia,AR,2022-01-18 01:10:12,-45.8667,-67.5,53.46,43,0,8.05
442,Sinnamary,GF,2022-01-18 01:10:12,5.3833,-52.95,76.3,80,89,8.43
443,Chokwe,MZ,2022-01-18 01:10:14,-24.5333,32.9833,69.13,94,16,4.63
444,Kirakira,SB,2022-01-18 01:10:15,-10.4544,161.9205,86.22,71,88,6.73
445,Winslow,US,2022-01-18 01:10:45,35.0242,-110.6974,49.3,38,0,0.0
446,Biak,ID,2022-01-18 01:11:16,-0.9131,122.8766,81.16,68,100,0.81
447,Bridlington,GB,2022-01-18 01:11:16,54.0831,-0.1919,39.0,77,13,10.04
448,Pompeu,BR,2022-01-18 01:11:17,-19.2244,-44.9353,69.62,87,93,1.23
449,Aklavik,CA,2022-01-18 01:11:17,68.2191,-135.0107,-26.48,95,17,17.67
450,Omboue,GA,2022-01-18 01:11:17,-1.5746,9.2618,76.8,88,100,4.14
451,Bara,NG,2022-01-18 01:11:18,10.3744,10.7288,61.34,24,18,8.57
452,Tromso,NO,2022-01-18 01:11:18,69.6496,18.957,26.38,100,100,8.05
453,Amelia,IT,2022-01-18 01:11:19,42.5523,12.4182,41.76,86,3,1.16
454,Dormidontovka,RU,2022-01-18 01:11:19,47.7702,134.9076,-2.24,95,96,1.59
455,Richards Bay,ZA,2022-01-18 01:11:20,-28.783,32.0377,69.24,90,0,3.2
456,Nanchang,CN,2022-01-18 01:11:20,28.6833,115.8833,49.46,75,83,5.59
457,Ino,JP,2022-01-18 01:11:20,33.55,133.4333,42.28,52,31,5.14
458,Daru,PG,2022-01-18 01:11:22,-9.0763,143.2092,82.54,79,94,3.27
459,Codrington,AU,2022-01-18 01:11:23,-38.2667,141.9667,63.95,62,100,15.17
460,Plettenberg Bay,ZA,2022-01-18 01:11:25,-34.0527,23.3716,71.58,74,23,3.51
461,Dongsheng,CN,2022-01-18 01:11:25,39.8161,109.9776,17.73,47,0,6.87
462,Guangyuan,CN,2022-01-18 01:11:26,32.442,105.823,46.69,76,100,1.77
463,Preobrazheniye,RU,2022-01-18 01:11:27,42.9019,133.9064,14.41,55,61,11.36
464,Tricase,IT,2022-01-18 01:11:28,39.9304,18.3553,45.32,83,10,16.4
465,Coquimbo,CL,2022-01-18 01:11:28,-29.9533,-71.3436,62.33,72,0,8.05
466,Kenora,CA,2022-01-18 01:11:29,49.8167,-94.4337,8.58,97,34,4.09
467,Bagdarin,RU,2022-01-18 01:11:30,54.4333,113.6,-24.81,98,7,2.66
468,Marystown,CA,2022-01-18 01:11:31,47.1666,-55.1483,32.86,100,100,1.01
469,Batticaloa,LK,2022-01-18 01:11:32,7.7102,81.6924,76.1,83,98,6.58
470,Pechenga,RU,2022-01-18 01:11:34,69.5259,31.1703,20.26,73,39,19.06
471,Shimoda,JP,2022-01-18 01:11:35,34.6667,138.95,46.11,53,5,27.96
472,Tual,ID,2022-01-18 01:11:38,-5.6667,132.75,82.31,79,100,17.72
473,Pangai,TO,2022-01-18 01:11:39,-19.8,-174.35,82.44,83,10,14.23
474,Maniitsoq,GL,2022-01-18 01:11:40,65.4167,-52.9,8.26,84,100,9.98
475,College,US,2022-01-18 01:11:41,64.8569,-147.8028,-0.74,80,100,3.44
476,Talaya,RU,2022-01-18 01:11:42,61.3833,152.75,-33.43,96,39,0.74
477,Poum,NC,2022-01-18 01:11:43,-20.2333,164.0167,81.34,73,78,14.54
478,Pangnirtung,CA,2022-01-18 01:11:43,66.1451,-65.7125,-4.74,98,100,2.75
479,Sativasur,CO,2022-01-18 01:11:45,6.0936,-72.7122,52.86,92,66,1.16
480,Quatre Cocos,MU,2022-01-18 01:11:46,-20.2078,57.7625,78.1,82,25,6.38
481,Arlit,NE,2022-01-18 01:11:47,18.7369,7.3853,52.72,29,0,9.62
482,Gushikawa,JP,2022-01-18 01:11:47,26.3544,127.8686,62.6,65,100,10.36
483,Mosquera,CO,2022-01-18 01:11:49,4.7059,-74.2302,55.49,94,40,3.44
484,Mizdah,LY,2022-01-18 01:11:51,31.4451,12.9801,44.4,88,6,5.55
485,Almaznyy,RU,2022-01-18 01:11:52,48.0448,40.045,33.94,98,100,21.03
486,Myanaung,MM,2022-01-18 01:08:08,18.2833,95.3167,63.73,70,3,9.4
487,Minab,IR,2022-01-18 01:07:15,27.1467,57.0801,65.7,92,48,1.83
488,Malumfashi,NG,2022-01-18 01:11:54,11.7853,7.6218,56.59,23,2,12.17
489,Bisira,PA,2022-01-18 01:11:54,8.5196,-81.7115,56.01,94,64,7.27
490,Scorteni,RO,2022-01-18 01:11:55,45.1,25.85,33.75,59,6,10.38
491,Vieste,IT,2022-01-18 01:11:56,41.8825,16.175,51.76,74,9,13.29
492,Trat,TH,2022-01-18 01:11:56,12.5,102.5,80.98,60,39,8.12
493,Launceston,AU,2022-01-18 01:12:57,-41.45,147.1667,75.61,46,40,3.0
494,Kokorevka,RU,2022-01-18 01:12:58,52.5872,34.2778,25.97,96,100,9.24
495,Sheridan,US,2022-01-18 01:12:58,44.8333,-106.9173,41.92,51,0,3.0
496,Camacha,PT,2022-01-18 01:12:59,33.0833,-16.3333,62.53,88,75,18.41
497,Esmeraldas,BR,2022-01-18 01:09:44,-19.7625,-44.3139,68.86,90,100,3.15
498,Kyritz,DE,2022-01-18 01:12:59,52.9421,12.397,33.85,95,6,6.31
499,Baykit,RU,2022-01-18 01:13:00,61.67,96.37,3.42,99,100,3.04
500,Yantzaza,EC,2022-01-18 01:13:00,-3.8278,-78.7594,66.87,97,100,1.54
501,Marsa Matruh,EG,2022-01-18 01:13:00,31.3525,27.2453,52.72,64,6,11.72
502,Monterey,US,2022-01-18 01:13:01,36.2505,-121.2516,58.06,2,100,2.64
503,Souillac,MU,2022-01-18 01:13:01,-20.5167,57.5167,78.37,88,20,4.61
504,Skjervoy,NO,2022-01-18 01:13:02,70.0311,20.9714,32.36,60,100,25.93
505,Zhuhai,CN,2022-01-18 01:13:02,22.2769,113.5678,63.05,72,20,11.5
506,Gulariya,NP,2022-01-18 01:13:02,28.2333,81.3333,52.18,80,6,3.71
507,Lima,PE,2022-01-18 01:12:14,-12.0432,-77.0282,71.13,53,0,1.01
508,Porto Novo,BJ,2022-01-18 01:13:03,6.4965,2.6036,78.01,83,60,4.59
509,Tarko-Sale,RU,2022-01-18 01:13:03,64.9225,77.785,7.02,94,100,25.41
510,Te Anau,NZ,2022-01-18 01:13:04,-45.4167,167.7167,76.06,55,100,5.3
511,Rio Grande,BR,2022-01-18 01:13:04,-32.035,-52.0986,76.95,91,32,9.15
512,Tripoli,LY,2022-01-18 01:13:04,32.8752,13.1875,54.68,67,6,9.62
513,Saint-Georges,GD,2022-01-18 01:13:05,12.0564,-61.7485,77.68,79,40,16.08
514,Bealanana,MG,2022-01-18 01:13:05,-14.55,48.7333,62.67,94,100,2.86
515,Semirom,IR,2022-01-18 01:13:05,31.4167,51.5667,27.79,90,62,18.95
516,Flin Flon,CA,2022-01-18 01:13:06,54.7682,-101.865,-3.35,96,100,7.25
517,Gilgit,PK,2022-01-18 01:13:07,35.9221,74.3087,32.4,85,90,1.7
518,Moron,AR,2022-01-18 01:13:08,-34.6534,-58.6198,73.15,91,100,8.99
519,Obo,CF,2022-01-18 01:13:08,5.3998,26.4869,70.99,82,100,2.21
520,Bocaiuva,BR,2022-01-18 01:13:08,-17.1078,-43.815,70.93,79,47,1.68
521,New Corella,PH,2022-01-18 01:13:09,7.6,125.8667,73.35,92,100,7.02
522,Santa Vitoria Do Palmar,BR,2022-01-18 01:13:09,-33.5189,-53.3681,71.47,97,72,9.08
523,Dasoguz,TM,2022-01-18 01:13:10,41.8363,59.9666,30.31,75,100,12.86
524,Taoudenni,ML,2022-01-18 01:13:10,22.6783,-3.9836,56.53,20,7,13.67
525,Pimentel,PE,2022-01-18 01:13:10,-6.8367,-79.9342,71.22,82,61,12.24
526,Haimen,CN,2022-01-18 01:13:11,23.1935,116.6142,59.27,75,100,13.04
527,Jepelacio,PE,2022-01-18 01:13:11,-6.1167,-76.95,65.23,94,91,0.81
528,Angoram,PG,2022-01-18 01:13:12,-4.0625,144.0661,76.05,97,100,3.31
529,Matara,LK,2022-01-18 01:13:12,5.9485,80.5353,73.45,89,93,4.72
530,Bereda,ES,2022-01-18 01:13:12,43.2686,-7.5406,39.42,98,100,1.1
531,Padilla,CO,2022-01-18 01:13:13,3.2204,-76.3139,72.97,92,76,3.4
532,Petrozavodsk,RU,2022-01-18 01:13:13,61.7849,34.3469,20.66,67,100,13.42
533,Kinablangan,PH,2022-01-18 01:13:13,7.6947,126.5503,77.81,87,95,8.19
534,Roebourne,AU,2022-01-18 01:13:14,-20.7833,117.1333,85.05,58,21,9.22
535,Garni,AM,2022-01-18 01:13:14,40.1221,44.7312,7.47,68,0,6.55
536,Jumla,NP,2022-01-18 01:13:15,29.2747,82.1838,36.41,61,98,2.89
537,Mitu,CO,2022-01-18 01:09:12,1.1983,-70.1733,72.09,96,98,2.51
538,Anloga,GH,2022-01-18 01:13:15,5.7947,0.8973,80.51,79,92,6.69
539,Oksfjord,NO,2022-01-18 01:14:15,70.2396,22.3479,27.52,83,100,13.27
540,Polyarnyy,RU,2022-01-18 01:14:16,69.1989,33.4478,21.67,74,100,26.17
541,Tazovskiy,RU,2022-01-18 01:14:16,67.4667,78.7,11.01,91,100,15.01
542,Dhidhdhoo,MV,2022-01-18 01:14:16,6.8833,73.1,81.18,73,92,11.52
543,Greece,US,2022-01-18 01:12:25,43.2098,-77.6931,26.8,92,100,10.0
544,Summerville,US,2022-01-18 01:13:26,33.0185,-80.1757,44.4,64,75,3.0
545,Mirabad,AF,2022-01-18 01:14:17,30.4362,61.8383,57.4,76,22,2.28
546,Constitucion,CL,2022-01-18 01:14:18,-35.3333,-72.4167,56.12,60,0,17.34
547,Baker City,US,2022-01-18 01:11:51,44.7749,-117.8344,30.6,90,75,4.61
548,Huatabampo,MX,2022-01-18 01:14:18,26.8333,-109.6333,75.33,49,14,9.48
549,Reinosa,ES,2022-01-18 01:14:19,42.9996,-4.138,35.2,54,81,4.63
550,Bilma,NE,2022-01-18 01:14:19,18.6853,12.9164,52.77,30,0,10.63
551,Uporovo,RU,2022-01-18 01:14:19,56.3109,66.2693,7.23,91,100,13.51
552,Saint-Pierre,RE,2022-01-18 01:14:20,-21.3393,55.4781,78.48,80,0,4.61
553,Mwinilunga,ZM,2022-01-18 01:14:20,-11.7358,24.4293,61.88,98,100,4.03
554,Ko Samui,TH,2022-01-18 01:14:21,9.5357,99.9357,81.19,67,27,5.21
555,Colesberg,ZA,2022-01-18 01:14:21,-30.72,25.0972,68.52,65,0,4.76
556,Juneau,US,2022-01-18 01:14:22,58.3019,-134.4197,28.4,86,40,0.0
557,Sinegorye,RU,2022-01-18 01:14:22,62.0788,150.477,-19.84,80,25,0.6
558,Selma,US,2022-01-18 01:14:22,36.5708,-119.6121,62.02,75,100,3.62
559,Evensk,RU,2022-01-18 01:14:23,61.95,159.2333,8.85,60,0,11.68
560,Walvis Bay,NA,2022-01-18 01:14:23,-22.9575,14.5053,69.1,86,100,4.81
561,Flinders,AU,2022-01-18 01:14:23,-34.5833,150.8552,74.17,86,100,4.0
562,Coro,VE,2022-01-18 01:14:24,11.4045,-69.6734,76.39,84,68,14.5
563,Buala,SB,2022-01-18 01:14:24,-8.145,159.5921,85.64,70,100,3.04
564,Mecca,SA,2022-01-18 01:14:25,21.4267,39.8261,60.3,57,21,7.81
565,Puerto Leguizamo,CO,2022-01-18 01:14:25,-0.1934,-74.7819,74.32,86,77,1.52
566,Tuy Hoa,VN,2022-01-18 01:12:54,13.0833,109.3,72.09,87,99,7.76
567,Dudinka,RU,2022-01-18 01:14:26,69.4058,86.1778,13.62,89,93,16.28
568,Tadine,NC,2022-01-18 01:14:26,-21.55,167.8833,80.69,60,29,14.61
569,Moirang,IN,2022-01-18 01:14:27,24.5,93.7667,46.69,87,89,1.83
570,Gat,IL,2022-01-18 01:11:01,31.61,34.7642,40.41,48,0,4.41
571,Guadalupe Y Calvo,MX,2022-01-18 01:14:27,26.1,-106.9667,45.48,62,18,3.27
